id,age,sex_label,education_label,marriage_label,limit_bal,utilization,max_delay,n_months_delayed,delay_trend,default_next_month
466,59,Male,Graduate school,Married,230000,0.9063,0,0,-1,1
467,38,Male,Graduate school,Single,220000,0.9672,0,0,0,1
468,32,Male,University,Single,230000,0.1222,0,0,0,0
469,38,Male,University,Married,500000,0.1187,0,0,0,0
470,41,Female,Graduate school,Married,90000,0.0684,-1,0,0,0
471,35,Female,High school,Single,390000,0.9108,0,0,0,1
472,41,Female,University,Single,400000,0.9155,0,0,0,0
473,34,Male,University,Married,180000,0.0163,-1,0,0,0
474,38,Male,High school,Married,60000,0.4882,2,4,-1,0
475,32,Female,University,Married,120000,0.0346,-1,0,0,0
476,29,Female,University,Single,60000,0.4533,0,0,0,0
477,44,Male,Graduate school,Single,50000,1.0179,0,0,0,0
478,37,Female,University,Married,70000,0.9537,2,1,0,0
479,38,Female,Graduate school,Married,500000,0.0012,2,1,-1,0
480,31,Male,Graduate school,Single,200000,0.0,-2,0,0,0
481,40,Female,University,Married,250000,0.1797,2,1,-2,0
482,26,Male,University,Single,140000,0.9383,2,4,-2,1
483,28,Female,University,Single,70000,0.5895,2,1,-2,0
484,48,Male,High school,Married,90000,0.8623,2,6,-1,0
485,43,Female,University,Married,100000,0.0249,-1,0,0,0
486,31,Male,University,Married,190000,0.9345,0,0,0,0
487,42,Female,Graduate school,Married,230000,0.0298,-1,0,0,0
488,39,Male,University,Married,320000,0.293,0,0,0,0
489,36,Female,University,Married,220000,0.0018,0,0,0,1
490,34,Female,Graduate school,Married,260000,0.0632,-1,0,0,0
491,32,Female,University,Single,90000,0.0064,-2,0,0,0
492,43,Female,University,Married,30000,0.9568,2,5,2,0
493,30,Male,University,Single,260000,0.3791,2,1,0,0
494,28,Female,University,Single,170000,0.1665,0,0,2,0
495,28,Female,Graduate school,Married,80000,0.1072,0,0,0,1
496,41,Male,Graduate school,Married,50000,0.0102,-1,0,0,0
497,47,Female,High school,Single,200000,1.0159,0,0,0,0
498,23,Male,University,Single,20000,0.822,2,1,0,0
499,49,Female,Graduate school,Married,250000,0.0003,-1,0,0,0
500,38,Male,Graduate school,Married,20000,0.7956,2,2,0,0
501,38,Female,University,Married,30000,0.6781,2,2,-2,0
502,35,Female,University,Married,90000,0.257,2,6,-1,0
503,46,Female,Others,Single,230000,0.9634,0,0,0,0
504,33,Female,Graduate school,Married,130000,0.1474,0,0,0,1
505,53,Male,Others,Married,30000,0.0,-2,0,0,0
506,35,Male,Graduate school,Single,160000,0.0025,-1,0,0,0
507,43,Female,University,Single,500000,0.0079,0,0,0,0
508,28,Female,University,Single,180000,0.2347,2,1,-2,0
509,30,Female,University,Married,80000,0.2688,2,1,-2,0
510,26,Male,Graduate school,Single,120000,0.0074,-1,0,1,0
511,31,Male,University,Married,130000,0.0097,2,1,-3,0
512,35,Female,University,Single,120000,0.002,-1,0,0,1
513,28,Male,Graduate school,Single,360000,0.0562,-1,0,0,0
514,23,Male,University,Single,50000,0.5902,2,6,0,1
515,23,Female,University,Single,20000,0.9178,2,1,0,0
516,56,Male,High school,Married,100000,0.9426,0,0,0,0
517,32,Male,High school,Married,70000,0.982,0,0,0,0
518,47,Male,University,Married,50000,0.2783,0,0,0,0
519,22,Female,University,Single,10000,1.025,2,2,1,0
520,34,Female,Graduate school,Married,290000,0.3236,0,0,0,0
521,31,Female,Graduate school,Married,30000,0.5499,0,0,0,0
522,27,Female,University,Single,410000,0.0,1,1,1,0
523,28,Male,Graduate school,Single,360000,0.0034,0,0,0,1
524,42,Female,University,Married,140000,0.7964,0,0,0,1
525,32,Female,Graduate school,Single,210000,0.3208,0,0,0,0
526,27,Female,University,Single,220000,0.0077,-1,0,0,0
527,27,Male,University,Single,20000,0.9324,2,3,-1,0
528,45,Female,University,Married,620000,0.2594,2,2,2,1
529,26,Male,Graduate school,Single,360000,0.0,1,1,2,0
530,21,Female,University,Single,20000,0.9382,2,2,0,0
531,23,Male,University,Single,50000,0.691,0,0,0,0
532,30,Male,University,Others,50000,1.9508,0,0,0,0
533,46,Male,University,Single,10000,0.4073,2,3,0,1
534,50,Female,High school,Married,100000,0.5385,3,4,0,1
535,26,Male,Graduate school,Single,50000,0.0482,-2,0,0,0
536,25,Male,University,Single,60000,0.008,0,0,-1,0
537,35,Female,Graduate school,Single,440000,0.7517,0,0,0,0
538,44,Male,University,Married,120000,0.7667,0,0,0,0
539,52,Female,Graduate school,Single,50000,0.0651,0,0,1,0
540,40,Female,University,Married,110000,0.8422,2,6,-1,0
541,38,Female,Graduate school,Single,200000,0.002,-1,0,0,0
542,28,Female,Graduate school,Single,150000,0.0,1,1,2,0
543,36,Female,University,Married,30000,0.9593,3,4,2,1
544,24,Female,Graduate school,Single,100000,0.3009,0,0,1,0
545,34,Female,Graduate school,Married,360000,0.0343,0,0,0,0
546,31,Female,Graduate school,Single,390000,0.1298,0,0,0,0
547,41,Female,Graduate school,Married,220000,0.0,1,1,3,1
548,25,Female,University,Single,160000,0.0,-2,0,0,0
549,28,Female,Graduate school,Single,230000,0.0104,0,0,-1,0
550,27,Male,Graduate school,Single,120000,0.437,0,0,0,0
551,52,Male,High school,Married,100000,0.0466,2,3,0,1
552,41,Female,Graduate school,Single,190000,0.1484,-1,0,0,1
553,56,Male,Graduate school,Married,50000,1.0143,0,0,0,1
554,42,Female,Graduate school,Married,240000,0.0,1,1,3,0
555,24,Female,University,Single,40000,0.8821,-2,0,0,0
556,47,Female,University,Married,630000,0.0601,0,0,2,0
557,33,Female,Graduate school,Married,160000,0.0327,-2,0,0,0
558,32,Female,University,Single,110000,0.5936,2,4,-2,0
559,29,Male,University,Single,20000,0.8604,0,0,2,0
560,53,Female,High school,Married,210000,0.2723,0,0,0,0
561,34,Male,Graduate school,Single,270000,0.0214,0,0,0,0
562,52,Female,University,Single,360000,0.0018,-2,0,0,0
563,42,Female,University,Married,60000,0.0105,-1,0,0,0
564,38,Male,University,Single,360000,0.301,0,0,-1,0
565,45,Female,Graduate school,Single,390000,0.0021,2,5,0,0
566,35,Female,High school,Single,250000,0.029,-2,0,0,0
567,24,Female,Graduate school,Single,90000,0.146,0,0,0,1
568,28,Male,Graduate school,Single,360000,0.0196,-1,0,0,0
569,26,Male,High school,Single,50000,0.7086,0,0,0,0
570,40,Female,Graduate school,Married,270000,0.0694,0,0,2,0
571,29,Female,Graduate school,Single,200000,0.2789,1,1,2,0
572,23,Female,University,Single,50000,0.9962,0,0,0,0
573,33,Male,Graduate school,Single,350000,0.0311,-1,0,0,0
574,60,Female,University,Single,160000,0.0196,0,0,-1,1
575,49,Female,High school,Married,80000,0.0421,-1,0,0,0
576,53,Male,Graduate school,Married,290000,0.9642,2,1,2,1
577,28,Female,Graduate school,Single,270000,0.0018,0,0,-1,0
578,31,Male,Graduate school,Single,80000,0.0749,2,1,0,0
579,36,Male,University,Single,50000,0.1039,0,0,0,0
580,35,Male,University,Married,30000,0.2599,-1,0,0,0
581,28,Male,University,Single,30000,0.0,1,1,3,1
582,33,Male,University,Single,90000,0.3976,0,0,-1,0
583,26,Male,Graduate school,Single,160000,0.009,-1,0,0,0
584,53,Female,High school,Single,80000,0.9721,0,0,0,0
585,42,Male,University,Single,50000,1.006,0,0,0,0
586,25,Female,Graduate school,Single,20000,0.7302,2,1,-2,0
587,43,Male,Graduate school,Married,220000,0.0,1,1,3,1
588,25,Male,High school,Single,210000,0.042,2,1,0,1
589,29,Female,University,Single,130000,1.0121,0,0,0,0
590,31,Female,University,Married,260000,0.0225,0,0,0,0
591,30,Female,Graduate school,Married,230000,0.1319,0,0,0,0
592,34,Male,Graduate school,Single,160000,0.5203,0,0,0,0
593,35,Male,Graduate school,Married,50000,0.6995,0,0,0,0
594,32,Male,University,Married,80000,0.6093,0,0,0,0
595,46,Male,High school,Single,110000,0.5155,0,0,0,0
596,43,Male,Graduate school,Married,200000,0.7234,0,0,0,0
597,29,Male,University,Single,360000,0.7448,0,0,0,0
598,31,Female,High school,Single,210000,0.0,1,1,3,0
599,24,Female,University,Single,80000,0.9905,2,1,2,0
600,36,Female,University,Married,300000,0.0,2,1,0,1
601,43,Female,University,Married,310000,0.0755,0,0,0,0
602,59,Male,High school,Married,30000,0.013,-1,0,0,1
603,53,Male,Graduate school,Married,170000,0.1051,0,0,0,0
604,28,Female,University,Single,140000,0.1889,2,4,0,0
605,31,Female,University,Single,180000,0.0,1,1,3,0
606,34,Male,Graduate school,Single,50000,0.4549,2,6,-1,0
607,36,Female,University,Married,50000,0.1843,0,0,2,0
608,24,Female,Graduate school,Single,110000,0.3717,2,1,0,0
609,36,Female,High school,Married,450000,0.0089,-2,0,0,0
610,34,Female,University,Married,200000,0.002,-1,0,0,0
611,43,Male,Graduate school,Single,220000,0.2008,0,0,1,0
612,29,Female,Graduate school,Single,360000,0.0091,0,0,1,1
613,37,Male,University,Married,50000,0.9645,0,0,0,0
614,23,Male,University,Single,40000,0.9162,2,2,2,0
615,37,Female,University,Married,190000,0.6055,2,6,-1,0
616,33,Male,Graduate school,Single,150000,0.1448,0,0,0,0
617,37,Female,Graduate school,Married,200000,0.0,1,1,2,0
618,56,Female,University,Married,270000,0.5104,0,0,0,0
619,25,Male,Graduate school,Single,60000,0.9806,0,0,0,0
620,39,Female,University,Married,200000,0.4042,0,0,0,0
621,39,Female,University,Married,150000,0.241,0,0,0,0
622,28,Female,University,Single,180000,0.0019,-1,0,0,0
623,27,Female,Graduate school,Single,90000,0.0847,0,0,2,0
624,37,Female,University,Married,360000,0.0,1,1,2,0
625,24,Female,Graduate school,Single,90000,0.0055,-1,0,1,0
626,24,Female,University,Single,20000,0.6584,2,1,0,0
627,46,Male,Graduate school,Married,70000,0.8577,0,0,0,0
628,39,Male,Graduate school,Married,230000,0.0029,-1,0,0,0
629,48,Male,High school,Married,30000,0.9811,0,0,0,0
630,45,Female,High school,Others,200000,0.0222,-1,0,0,0
631,49,Male,High school,Single,100000,0.0144,-1,0,1,0
632,23,Female,University,Single,50000,0.5359,2,1,-2,0
633,25,Female,High school,Married,20000,0.8296,0,0,2,0
634,47,Female,University,Married,210000,0.0,-2,0,0,0
635,56,Male,High school,Married,110000,0.4226,0,0,0,0
636,44,Female,High school,Married,20000,0.0275,-1,0,1,0
637,49,Female,High school,Married,50000,0.1126,0,0,0,0
638,41,Male,University,Married,50000,0.4397,0,0,0,0
639,40,Female,Graduate school,Single,400000,0.1503,0,0,-1,0
640,31,Male,University,Single,170000,0.3316,0,0,0,0
641,42,Male,University,Married,280000,0.5299,0,0,0,0
642,28,Female,High school,Married,130000,0.7703,0,0,2,0
643,32,Female,University,Single,210000,0.2203,0,0,0,0
644,28,Male,University,Single,370000,0.7471,0,0,0,0
645,31,Female,University,Married,30000,0.9831,2,1,0,0
646,39,Male,High school,Single,150000,1.4297,1,1,3,0
647,31,Male,High school,Married,60000,0.5895,2,1,4,1
648,24,Female,University,Single,80000,0.9702,0,0,0,0
649,44,Female,University,Married,280000,0.6648,2,6,0,1
650,46,Female,University,Single,20000,1.0538,8,6,5,0
651,32,Male,Graduate school,Single,270000,0.0,-2,0,0,0
652,26,Female,University,Single,240000,0.0598,0,0,1,0
653,22,Female,Graduate school,Single,20000,1.0068,0,0,0,0
654,42,Female,Graduate school,Married,450000,0.0,1,1,3,1
655,33,Male,University,Single,10000,0.8177,0,0,0,0
656,39,Male,University,Married,280000,0.0074,-2,0,0,1
657,27,Female,High school,Single,290000,0.0477,0,0,1,0
658,28,Female,Graduate school,Single,190000,0.247,0,0,0,1
659,23,Female,Graduate school,Single,80000,0.6658,0,0,1,0
660,28,Female,University,Single,280000,0.0015,2,1,0,0
661,33,Female,Graduate school,Married,160000,0.0884,-2,0,0,0
662,40,Male,University,Married,90000,0.4762,0,0,1,1
663,37,Female,Graduate school,Single,140000,0.0074,-1,0,0,0
664,22,Male,Graduate school,Single,50000,0.1027,0,0,1,0
665,32,Female,University,Married,40000,0.6028,2,3,-2,0
666,43,Female,High school,Married,130000,1.0005,0,0,0,0
667,27,Female,High school,Married,70000,0.8802,2,1,-2,0
668,35,Female,University,Married,30000,0.8359,0,0,0,0
669,35,Female,High school,Married,100000,0.97,2,6,-1,0
670,30,Female,Graduate school,Married,20000,0.2883,2,3,2,1
671,34,Female,University,Single,30000,2.0,2,5,0,0
672,34,Male,University,Married,20000,0.6428,0,0,0,1
673,28,Female,Graduate school,Single,100000,0.9619,2,1,2,1
674,25,Male,University,Single,30000,0.08,7,6,-4,1
675,41,Female,Graduate school,Married,320000,0.3056,0,0,0,0
676,42,Male,High school,Single,90000,0.7196,2,6,0,1
677,40,Male,University,Single,190000,0.7664,2,6,0,1
678,28,Male,Graduate school,Single,200000,0.3599,0,0,0,0
679,31,Female,University,Single,300000,0.0112,0,0,0,0
680,56,Female,Graduate school,Single,30000,0.9678,0,0,1,0
681,45,Female,University,Others,110000,0.2423,0,0,0,0
682,29,Female,Graduate school,Single,230000,0.0,-2,0,0,0
683,35,Female,Graduate school,Married,230000,0.0185,0,0,2,0
684,28,Female,University,Single,310000,0.3434,0,0,0,0
685,40,Male,Graduate school,Married,320000,0.7727,0,0,0,0
686,47,Male,Graduate school,Married,360000,0.0043,0,0,0,0
687,41,Female,High school,Married,20000,0.039,0,0,-1,1
688,27,Female,University,Single,170000,0.9569,0,0,0,0
689,40,Male,Graduate school,Married,140000,0.8789,0,0,0,0
690,32,Male,University,Single,80000,0.6422,0,0,0,0
691,35,Male,University,Single,150000,0.4001,0,0,1,0
692,27,Male,University,Single,170000,0.0069,2,2,1,0
693,29,Female,University,Married,200000,0.797,2,1,2,1
694,30,Male,Graduate school,Single,70000,0.7952,2,2,-2,0
695,37,Male,University,Married,320000,0.136,-2,0,0,0
696,29,Female,Graduate school,Single,150000,0.0,-2,0,0,0
697,34,Female,Graduate school,Married,50000,0.5593,0,0,0,0
698,34,Female,University,Single,90000,0.0977,2,2,1,0
699,41,Male,Graduate school,Married,280000,0.1001,0,0,-2,0
700,31,Female,Graduate school,Single,300000,0.1454,2,1,1,0
701,40,Female,University,Single,400000,0.0,-1,0,-1,0
702,27,Female,Graduate school,Married,200000,0.0289,-1,0,0,0
703,22,Female,High school,Single,10000,0.8109,0,0,2,1
704,30,Female,University,Others,50000,1.0503,3,3,1,1
705,22,Female,University,Others,30000,0.7527,4,6,-1,0
706,26,Male,Graduate school,Single,50000,0.309,0,0,-1,1
707,38,Male,University,Married,50000,1.162,2,2,1,0
708,46,Female,High school,Married,30000,0.4096,2,6,-1,0
709,24,Male,University,Single,20000,0.5238,2,1,0,0
710,49,Male,University,Single,20000,0.8163,0,0,0,0
711,49,Male,Graduate school,Others,50000,0.3536,0,0,0,0
712,42,Female,University,Married,30000,1.5971,0,0,0,0
713,30,Female,Graduate school,Married,360000,0.0525,2,2,2,0
714,42,Male,University,Married,170000,0.0,1,1,2,0
715,31,Female,Graduate school,Single,400000,0.0005,-2,0,0,0
716,49,Female,University,Married,50000,0.6992,0,0,0,0
717,27,Female,University,Single,160000,0.506,0,0,0,0
718,33,Female,University,Married,70000,0.9917,0,0,0,1
719,35,Female,Graduate school,Married,150000,0.0,1,1,3,0
720,48,Female,University,Single,80000,0.5647,0,0,0,0
721,22,Female,University,Single,30000,0.7964,2,1,0,0
722,22,Male,University,Single,10000,0.796,0,0,0,1
723,27,Female,Graduate school,Single,180000,0.0,1,1,2,0
724,47,Male,Graduate school,Married,320000,0.0287,-1,0,0,0
725,34,Female,University,Single,80000,0.3242,2,3,-2,0
726,45,Male,University,Married,10000,0.7139,2,1,0,1
727,39,Female,University,Single,360000,0.0357,0,0,0,0
728,33,Male,University,Single,450000,0.0,-2,0,0,0
729,29,Female,University,Single,330000,0.1501,0,0,1,0
730,29,Male,Graduate school,Single,60000,0.0091,2,3,-3,1
731,26,Female,High school,Single,50000,0.1987,0,0,0,0
732,38,Male,University,Married,200000,0.7643,0,0,0,0
733,34,Male,Graduate school,Single,120000,0.0106,2,2,3,0
734,37,Female,Graduate school,Married,160000,0.002,-1,0,0,0
735,57,Male,University,Married,110000,0.4194,0,0,0,0
736,50,Female,High school,Married,70000,0.3906,0,0,-2,0
737,28,Female,High school,Single,150000,0.6773,0,0,0,0
738,31,Female,Graduate school,Single,610000,0.234,0,0,0,0
739,25,Female,Graduate school,Single,110000,0.8441,0,0,0,0
740,25,Female,University,Single,80000,0.2166,2,2,2,1
741,33,Female,University,Married,170000,0.6463,0,0,0,0
742,30,Female,Graduate school,Single,110000,0.0097,-1,0,1,0
743,51,Female,Graduate school,Married,140000,0.4055,0,0,0,0
744,51,Male,Graduate school,Single,70000,0.615,2,1,0,0
745,46,Female,University,Married,260000,0.1134,-2,0,0,0
746,38,Male,High school,Single,170000,0.1254,0,0,0,0
747,34,Female,University,Married,50000,0.2164,0,0,0,0
748,34,Female,High school,Married,300000,0.9361,0,0,0,1
749,31,Female,Graduate school,Single,150000,0.0026,2,1,3,1
750,25,Female,University,Single,50000,0.7529,8,6,5,1
751,26,Female,University,Married,50000,0.0,1,1,1,0
752,25,Female,Graduate school,Single,90000,0.9412,2,1,3,0
753,26,Male,University,Single,50000,0.9607,0,0,0,1
754,43,Female,University,Single,500000,0.0867,0,0,-1,0
755,36,Female,University,Married,470000,0.0019,0,0,0,0
756,58,Male,University,Single,230000,0.479,0,0,0,0
757,26,Female,University,Single,140000,0.0294,0,0,0,0
758,30,Female,University,Married,230000,0.0419,2,1,3,1
759,31,Female,University,Single,420000,0.0598,0,0,1,0
760,24,Female,University,Single,30000,1.044,0,0,0,0
761,52,Female,University,Single,50000,0.8669,2,3,-1,1
762,24,Female,University,Single,140000,0.0014,-1,0,1,0
763,35,Female,University,Married,260000,0.0306,0,0,-1,0
764,29,Female,High school,Single,90000,0.2161,2,1,1,0
765,33,Female,University,Married,240000,1.0037,0,0,0,0
766,35,Female,Graduate school,Single,510000,0.0041,0,0,0,0
767,35,Female,University,Married,110000,0.7424,0,0,0,0
768,28,Female,Graduate school,Single,210000,0.0545,0,0,-1,0
769,40,Male,University,Married,220000,0.0007,-1,0,1,0
770,35,Female,Graduate school,Married,200000,0.0113,-2,0,0,0
771,53,Female,University,Single,360000,0.0298,-1,0,0,0
772,44,Male,Graduate school,Single,260000,0.0012,-1,0,0,0
773,33,Male,University,Married,20000,0.5513,0,0,0,0
774,32,Female,University,Married,120000,0.9489,0,0,0,0
775,33,Female,Graduate school,Single,50000,0.1473,2,1,1,0
776,26,Female,Graduate school,Single,60000,0.4942,2,2,1,0
777,26,Male,Graduate school,Single,200000,0.0636,-1,0,-1,0
778,26,Male,University,Single,20000,0.0719,-1,0,0,0
779,32,Female,Graduate school,Married,50000,0.9572,2,1,3,1
780,31,Female,University,Single,50000,0.0,2,2,-1,0
781,29,Male,Graduate school,Single,230000,0.1771,2,3,0,0
782,27,Male,University,Married,50000,0.0164,2,1,0,0
783,28,Female,Graduate school,Single,100000,0.7958,2,6,0,1
784,42,Female,Graduate school,Married,210000,0.0,1,1,3,1
785,32,Female,University,Married,230000,0.3816,2,1,0,1
786,26,Female,Graduate school,Single,500000,0.0628,1,1,3,0
787,38,Female,Graduate school,Single,370000,0.0025,-1,0,0,0
788,35,Female,Graduate school,Married,230000,0.0115,0,0,-1,0
789,29,Male,University,Single,80000,0.1487,0,0,0,0
790,29,Female,University,Single,60000,0.9177,0,0,1,0
791,51,Female,University,Single,30000,0.8461,2,3,1,0
792,27,Male,Graduate school,Single,70000,0.0,1,1,2,0
793,32,Male,Graduate school,Single,410000,0.013,-1,0,1,0
794,40,Female,High school,Married,280000,0.0,1,1,3,0
795,34,Female,Graduate school,Married,50000,0.935,0,0,0,0
796,30,Female,University,Married,100000,0.9706,0,0,0,0
797,29,Female,Graduate school,Single,230000,0.0,-2,0,0,0
798,22,Female,Graduate school,Single,50000,0.276,0,0,2,0
799,48,Female,Graduate school,Single,100000,0.1536,2,5,2,0
800,35,Female,University,Married,210000,0.1769,0,0,0,0
801,37,Male,Graduate school,Single,400000,0.001,-1,0,0,0
802,25,Male,University,Single,20000,1.0305,4,3,4,1
803,44,Female,High school,Married,50000,0.04,0,0,-1,0
804,28,Female,Graduate school,Single,230000,0.029,-1,0,1,0
805,29,Male,University,Single,220000,0.1411,0,0,2,0
806,36,Female,Graduate school,Married,300000,0.0841,0,0,1,0
807,23,Female,University,Single,80000,0.0125,2,2,2,0
808,36,Female,High school,Single,20000,0.8377,2,4,-2,1
809,26,Female,Graduate school,Single,190000,0.1635,2,1,-2,0
810,37,Female,University,Others,160000,0.0168,0,0,0,0
811,44,Female,Graduate school,Others,120000,0.5841,2,1,0,0
812,39,Female,Graduate school,Married,700000,0.1418,0,0,1,0
813,24,Female,Graduate school,Single,140000,0.0,1,1,2,0
814,29,Female,High school,Married,300000,0.0831,0,0,0,0
815,33,Male,High school,Married,120000,0.5505,2,6,-1,1
816,39,Female,University,Married,280000,0.7634,2,1,0,0
